description,Maker_Model
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Chevrolet Lumina Minivan",Chevrolet Lumina Minivan
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Cargo Minivan,Chevrolet Lumina Minivan",Chevrolet Lumina Minivan
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Chevrolet Lumina Minivan",Chevrolet Lumina Minivan
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Cargo Minivan,Chevrolet Lumina Minivan",Chevrolet Lumina Minivan
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Passenger Minivan,Chevrolet Lumina Minivan",Chevrolet Lumina Minivan
"regular unleaded,AUTOMATIC,front wheel drive,nan,Compact,Cargo Minivan,Chevrolet Lumina Minivan",Chevrolet Lumina Minivan
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Chevrolet Lumina",Chevrolet Lumina
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Chevrolet Lumina",Chevrolet Lumina
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Chevrolet Lumina",Chevrolet Lumina
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Chevrolet Lumina",Chevrolet Lumina
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Chevrolet Lumina",Chevrolet Lumina
"regular unleaded,AUTOMATIC,four wheel drive,Luxury,Midsize,4dr SUV,Lexus LX 450",Lexus LX 450
"regular unleaded,AUTOMATIC,four wheel drive,Luxury,Midsize,4dr SUV,Lexus LX 450",Lexus LX 450
"regular unleaded,AUTOMATIC,four wheel drive,Luxury,Midsize,4dr SUV,Lexus LX 470",Lexus LX 470
"regular unleaded,AUTOMATIC,four wheel drive,Luxury,Midsize,4dr SUV,Lexus LX 470",Lexus LX 470
"regular unleaded,AUTOMATIC,four wheel drive,Luxury,Midsize,4dr SUV,Lexus LX 470",Lexus LX 470
"premium unleaded (recommended),AUTOMATIC,four wheel drive,Luxury,Midsize,4dr SUV,Lexus LX 570",Lexus LX 570
"premium unleaded (recommended),AUTOMATIC,four wheel drive,Luxury,Large,4dr SUV,Lexus LX 570",Lexus LX 570
"premium unleaded (recommended),AUTOMATIC,four wheel drive,Luxury,Large,4dr SUV,Lexus LX 570",Lexus LX 570
"diesel,AUTOMATIC,all wheel drive,Crossover,Luxury,Diesel,Midsize,4dr SUV,Mercedes-Benz M-Class",Mercedes-Benz M-Class
"premium unleaded (required),AUTOMATIC,all wheel drive,Crossover,Factory Tuner,Luxury,High-Performance,Midsize,4dr SUV,Mercedes-Benz M-Class",Mercedes-Benz M-Class
"premium unleaded (required),AUTOMATIC,all wheel drive,Crossover,Luxury,Performance,Midsize,4dr SUV,Mercedes-Benz M-Class",Mercedes-Benz M-Class
"premium unleaded (required),AUTOMATIC,all wheel drive,Crossover,Luxury,Midsize,4dr SUV,Mercedes-Benz M-Class",Mercedes-Benz M-Class
"premium unleaded (required),AUTOMATIC,rear wheel drive,Crossover,Luxury,Midsize,4dr SUV,Mercedes-Benz M-Class",Mercedes-Benz M-Class
"premium unleaded (required),AUTOMATIC,all wheel drive,Crossover,Factory Tuner,Luxury,High-Performance,Midsize,4dr SUV,Mercedes-Benz M-Class",Mercedes-Benz M-Class
"diesel,AUTOMATIC,all wheel drive,Crossover,Luxury,Diesel,Midsize,4dr SUV,Mercedes-Benz M-Class",Mercedes-Benz M-Class
"premium unleaded (required),AUTOMATIC,all wheel drive,Crossover,Luxury,Midsize,4dr SUV,Mercedes-Benz M-Class",Mercedes-Benz M-Class
"premium unleaded (required),AUTOMATIC,all wheel drive,Crossover,Luxury,Performance,Midsize,4dr SUV,Mercedes-Benz M-Class",Mercedes-Benz M-Class
"premium unleaded (required),AUTOMATIC,rear wheel drive,Crossover,Luxury,Midsize,4dr SUV,Mercedes-Benz M-Class",Mercedes-Benz M-Class
"premium unleaded (required),AUTOMATIC,all wheel drive,Crossover,Luxury,Performance,Midsize,4dr SUV,Mercedes-Benz M-Class",Mercedes-Benz M-Class
"premium unleaded (required),AUTOMATIC,rear wheel drive,Crossover,Luxury,Midsize,4dr SUV,Mercedes-Benz M-Class",Mercedes-Benz M-Class
"diesel,AUTOMATIC,all wheel drive,Crossover,Luxury,Diesel,Midsize,4dr SUV,Mercedes-Benz M-Class",Mercedes-Benz M-Class
"premium unleaded (required),AUTOMATIC,all wheel drive,Crossover,Factory Tuner,Luxury,High-Performance,Midsize,4dr SUV,Mercedes-Benz M-Class",Mercedes-Benz M-Class
"premium unleaded (required),AUTOMATIC,all wheel drive,Crossover,Luxury,Midsize,4dr SUV,Mercedes-Benz M-Class",Mercedes-Benz M-Class
"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,Luxury,High-Performance,Compact,Coupe,BMW M2",BMW M2
"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,Luxury,High-Performance,Compact,Coupe,BMW M2",BMW M2
"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Midsize,Coupe,Infiniti M30",Infiniti M30
"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Midsize,Convertible,Infiniti M30",Infiniti M30
"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Midsize,Coupe,Infiniti M30",Infiniti M30
"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Midsize,Coupe,Infiniti M30",Infiniti M30
"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Midsize,Convertible,Infiniti M30",Infiniti M30
"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Performance,Large,Sedan,Infiniti M35",Infiniti M35
"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Performance,Large,Sedan,Infiniti M35",Infiniti M35
"premium unleaded (recommended),AUTOMATIC,rear wheel drive,Luxury,Performance,Large,Sedan,Infiniti M35",Infiniti M35
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Luxury,Performance,Large,Sedan,Infiniti M35",Infiniti M35
"premium unleaded (recommended),AUTOMATIC,rear wheel drive,Luxury,Performance,Large,Sedan,Infiniti M35",Infiniti M35
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Luxury,Performance,Large,Sedan,Infiniti M35",Infiniti M35
"premium unleaded (recommended),AUTOMATIC,all wheel drive,Luxury,Large,Sedan,Infiniti M37",Infiniti M37
"premium unleaded (recommended),AUTOMATIC,rear wheel drive,Luxury,Performance,Large,Sedan,Infiniti M37",Infiniti M37
"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,BMW M3",BMW M3
"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,BMW M3",BMW M3
"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Sedan,BMW M3",BMW M3
"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Coupe,BMW M4 GTS",BMW M4 GTS
"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Performance,Large,Sedan,Infiniti M45",Infiniti M45
"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Performance,Large,Sedan,Infiniti M45",Infiniti M45
"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,High-Performance,Large,Sedan,Infiniti M45",Infiniti M45
"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Performance,Large,Sedan,Infiniti M45",Infiniti M45
"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Performance,Large,Sedan,Infiniti M45",Infiniti M45
"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Performance,Large,Sedan,Infiniti M45",Infiniti M45
"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Coupe,BMW M4",BMW M4
"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Convertible,BMW M4",BMW M4
"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Convertible,BMW M4",BMW M4
"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Coupe,BMW M4",BMW M4
"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Convertible,BMW M4",BMW M4
"premium unleaded (required),MANUAL,rear wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Coupe,BMW M4",BMW M4
"premium unleaded (required),AUTOMATIC,all wheel drive,Luxury,Large,Sedan,Infiniti M56",Infiniti M56
"premium unleaded (required),AUTOMATIC,rear wheel drive,Luxury,Performance,Large,Sedan,Infiniti M56",Infiniti M56
"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Factory Tuner,Luxury,High-Performance,Large,Sedan,BMW M5",BMW M5
"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Factory Tuner,Luxury,High-Performance,Large,Sedan,BMW M5",BMW M5
"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Factory Tuner,Luxury,High-Performance,Large,Sedan,BMW M5",BMW M5
"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Factory Tuner,Luxury,High-Performance,Large,Sedan,BMW M6 Gran Coupe",BMW M6 Gran Coupe
"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Factory Tuner,Luxury,High-Performance,Large,Sedan,BMW M6 Gran Coupe",BMW M6 Gran Coupe
"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Factory Tuner,Luxury,High-Performance,Large,Sedan,BMW M6 Gran Coupe",BMW M6 Gran Coupe
"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Convertible,BMW M6",BMW M6
"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Coupe,BMW M6",BMW M6
"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Convertible,BMW M6",BMW M6
"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Coupe,BMW M6",BMW M6
"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Coupe,BMW M6",BMW M6
"premium unleaded (required),AUTOMATED_MANUAL,rear wheel drive,Factory Tuner,Luxury,High-Performance,Midsize,Convertible,BMW M6",BMW M6
"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Crossover,Luxury,Performance,Midsize,4dr SUV,Porsche Macan",Porsche Macan
"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Crossover,Luxury,Performance,Midsize,4dr SUV,Porsche Macan",Porsche Macan
"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Crossover,Luxury,Performance,Midsize,4dr SUV,Porsche Macan",Porsche Macan
"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Crossover,Luxury,Performance,Midsize,4dr SUV,Porsche Macan",Porsche Macan
"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Crossover,Luxury,High-Performance,Midsize,4dr SUV,Porsche Macan",Porsche Macan
"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Crossover,Luxury,Performance,Midsize,4dr SUV,Porsche Macan",Porsche Macan
"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Crossover,Luxury,Performance,Midsize,4dr SUV,Porsche Macan",Porsche Macan
"premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Crossover,Luxury,Midsize,4dr SUV,Porsche Macan",Porsche Macan
"regular unleaded,AUTOMATIC,all wheel drive,nan,Large,Wagon,Dodge Magnum",Dodge Magnum
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Wagon,Dodge Magnum",Dodge Magnum
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Wagon,Dodge Magnum",Dodge Magnum
"regular unleaded,AUTOMATIC,all wheel drive,nan,Large,Wagon,Dodge Magnum",Dodge Magnum
"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,High-Performance,Large,Wagon,Dodge Magnum",Dodge Magnum
"regular unleaded,AUTOMATIC,all wheel drive,nan,Large,Wagon,Dodge Magnum",Dodge Magnum
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Wagon,Dodge Magnum",Dodge Magnum
"regular unleaded,AUTOMATIC,rear wheel drive,Performance,Large,Wagon,Dodge Magnum",Dodge Magnum
"regular unleaded,AUTOMATIC,all wheel drive,nan,Large,Wagon,Dodge Magnum",Dodge Magnum
"premium unleaded (required),AUTOMATIC,rear wheel drive,Factory Tuner,High-Performance,Large,Wagon,Dodge Magnum",Dodge Magnum
"premium unleaded (recommended),AUTOMATIC,rear wheel drive,Factory Tuner,High-Performance,Large,Wagon,Dodge Magnum",Dodge Magnum
"regular unleaded,AUTOMATIC,all wheel drive,nan,Large,Wagon,Dodge Magnum",Dodge Magnum
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Wagon,Dodge Magnum",Dodge Magnum
"regular unleaded,AUTOMATIC,all wheel drive,nan,Large,Wagon,Dodge Magnum",Dodge Magnum
"regular unleaded,AUTOMATIC,rear wheel drive,Performance,Large,Wagon,Dodge Magnum",Dodge Magnum
"regular unleaded,AUTOMATIC,rear wheel drive,nan,Large,Wagon,Dodge Magnum",Dodge Magnum
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Chevrolet Malibu Classic",Chevrolet Malibu Classic
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Chevrolet Malibu Classic",Chevrolet Malibu Classic
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Chevrolet Malibu Classic",Chevrolet Malibu Classic
"regular unleaded,AUTOMATIC,front wheel drive,Hybrid,Midsize,Sedan,Chevrolet Malibu Hybrid",Chevrolet Malibu Hybrid
"regular unleaded,AUTOMATIC,front wheel drive,Hybrid,Midsize,Sedan,Chevrolet Malibu Hybrid",Chevrolet Malibu Hybrid
"regular unleaded,AUTOMATIC,front wheel drive,Hybrid,Midsize,Sedan,Chevrolet Malibu Hybrid",Chevrolet Malibu Hybrid
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Chevrolet Malibu Limited",Chevrolet Malibu Limited
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Chevrolet Malibu Limited",Chevrolet Malibu Limited
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Chevrolet Malibu Limited",Chevrolet Malibu Limited
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Chevrolet Malibu Limited",Chevrolet Malibu Limited
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Midsize,4dr Hatchback,Chevrolet Malibu Maxx",Chevrolet Malibu Maxx
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Midsize,4dr Hatchback,Chevrolet Malibu Maxx",Chevrolet Malibu Maxx
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Midsize,4dr Hatchback,Chevrolet Malibu Maxx",Chevrolet Malibu Maxx
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Midsize,4dr Hatchback,Chevrolet Malibu Maxx",Chevrolet Malibu Maxx
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Midsize,4dr Hatchback,Chevrolet Malibu Maxx",Chevrolet Malibu Maxx
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Performance,Midsize,4dr Hatchback,Chevrolet Malibu Maxx",Chevrolet Malibu Maxx
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Midsize,4dr Hatchback,Chevrolet Malibu Maxx",Chevrolet Malibu Maxx
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Midsize,4dr Hatchback,Chevrolet Malibu Maxx",Chevrolet Malibu Maxx
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Midsize,4dr Hatchback,Chevrolet Malibu Maxx",Chevrolet Malibu Maxx
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Performance,Midsize,4dr Hatchback,Chevrolet Malibu Maxx",Chevrolet Malibu Maxx
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Performance,Midsize,4dr Hatchback,Chevrolet Malibu Maxx",Chevrolet Malibu Maxx
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Chevrolet Malibu",Chevrolet Malibu
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Chevrolet Malibu",Chevrolet Malibu
"premium unleaded (recommended),AUTOMATIC,front wheel drive,Performance,Midsize,Sedan,Chevrolet Malibu",Chevrolet Malibu
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Chevrolet Malibu",Chevrolet Malibu
"premium unleaded (recommended),AUTOMATIC,front wheel drive,Performance,Midsize,Sedan,Chevrolet Malibu",Chevrolet Malibu
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Chevrolet Malibu",Chevrolet Malibu
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Chevrolet Malibu",Chevrolet Malibu
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Chevrolet Malibu",Chevrolet Malibu
"premium unleaded (recommended),AUTOMATIC,front wheel drive,Performance,Midsize,Sedan,Chevrolet Malibu",Chevrolet Malibu
"regular unleaded,DIRECT_DRIVE,front wheel drive,Hybrid,Midsize,Sedan,Chevrolet Malibu",Chevrolet Malibu
"premium unleaded (recommended),AUTOMATIC,front wheel drive,Performance,Midsize,Sedan,Chevrolet Malibu",Chevrolet Malibu
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Chevrolet Malibu",Chevrolet Malibu
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Chevrolet Malibu",Chevrolet Malibu
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Chevrolet Malibu",Chevrolet Malibu
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Chevrolet Malibu",Chevrolet Malibu
"regular unleaded,DIRECT_DRIVE,front wheel drive,Hybrid,Midsize,Sedan,Chevrolet Malibu",Chevrolet Malibu
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Chevrolet Malibu",Chevrolet Malibu
"premium unleaded (recommended),AUTOMATIC,front wheel drive,Performance,Midsize,Sedan,Chevrolet Malibu",Chevrolet Malibu
"regular unleaded,AUTOMATIC,front wheel drive,nan,Midsize,Sedan,Chevrolet Malibu",Chevrolet Malibu
"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Crew Cab Pickup,Lincoln Mark LT",Lincoln Mark LT
"regular unleaded,AUTOMATIC,four wheel drive,Luxury,Large,Crew Cab Pickup,Lincoln Mark LT",Lincoln Mark LT
"regular unleaded,AUTOMATIC,four wheel drive,Luxury,Large,Crew Cab Pickup,Lincoln Mark LT",Lincoln Mark LT
"regular unleaded,AUTOMATIC,four wheel drive,Luxury,Large,Crew Cab Pickup,Lincoln Mark LT",Lincoln Mark LT
"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Crew Cab Pickup,Lincoln Mark LT",Lincoln Mark LT
"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Crew Cab Pickup,Lincoln Mark LT",Lincoln Mark LT
"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Crew Cab Pickup,Lincoln Mark LT",Lincoln Mark LT
"regular unleaded,AUTOMATIC,four wheel drive,Luxury,Large,Crew Cab Pickup,Lincoln Mark LT",Lincoln Mark LT
"regular unleaded,AUTOMATIC,four wheel drive,Luxury,Large,Crew Cab Pickup,Lincoln Mark LT",Lincoln Mark LT
"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Crew Cab Pickup,Lincoln Mark LT",Lincoln Mark LT
"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Coupe,Lincoln Mark VIII",Lincoln Mark VIII
"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Coupe,Lincoln Mark VIII",Lincoln Mark VIII
"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Coupe,Lincoln Mark VIII",Lincoln Mark VIII
"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Coupe,Lincoln Mark VIII",Lincoln Mark VIII
"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Coupe,Lincoln Mark VIII",Lincoln Mark VIII
"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Coupe,Lincoln Mark VIII",Lincoln Mark VIII
"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Coupe,Lincoln Mark VII",Lincoln Mark VII
"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Coupe,Lincoln Mark VII",Lincoln Mark VII
"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Coupe,Lincoln Mark VII",Lincoln Mark VII
"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Coupe,Lincoln Mark VII",Lincoln Mark VII
"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Coupe,Lincoln Mark VII",Lincoln Mark VII
"regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Coupe,Lincoln Mark VII",Lincoln Mark VII
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Toyota Matrix",Toyota Matrix
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Toyota Matrix",Toyota Matrix
"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,Toyota Matrix",Toyota Matrix
"regular unleaded,AUTOMATIC,all wheel drive,Hatchback,Compact,4dr Hatchback,Toyota Matrix",Toyota Matrix
"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,Toyota Matrix",Toyota Matrix
"regular unleaded,AUTOMATIC,all wheel drive,Hatchback,Compact,4dr Hatchback,Toyota Matrix",Toyota Matrix
"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,Toyota Matrix",Toyota Matrix
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Toyota Matrix",Toyota Matrix
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Toyota Matrix",Toyota Matrix
"regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,4dr Hatchback,Toyota Matrix",Toyota Matrix
"regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,Toyota Matrix",Toyota Matrix
